date,type,total,pct
2020-09-27,lirr,40000,-69.14285714285714
2020-09-27,metronorth,45200,-71.85714285714286
2020-09-27,subway,846184,-68.65714285714292
2020-09-28,bridgetunnel,753159,-12.457142857142841
2020-09-28,bus,955300,-50.0285714285714
2020-09-28,citibike,78234,8.799999999999827
2020-09-28,lirr,89700,-69.14285714285714
2020-09-28,metronorth,63800,-72
2020-09-28,subway,1492611,-68.42857142857149
2020-09-29,bridgetunnel,790861,-12.54285714285713
2020-09-29,bus,1023100,-49.95714285714282
2020-09-29,citibike,59932,6.9714285714284046
2020-09-29,lirr,88400,-69.14285714285714
2020-09-29,metronorth,59700,-72.14285714285714
2020-09-29,subway,1664896,-68.4428571428572
2020-09-30,bridgetunnel,822683,-12.299999999999983
2020-09-30,bus,1077000,-49.8285714285714
2020-09-30,citibike,85576,9.871428571428396
2020-09-30,lirr,89200,-69.14285714285714
2020-09-30,metronorth,61500,-72
2020-09-30,subway,1744524,-68.42857142857149
2020-10-01,bridgetunnel,870606,-12.071428571428555
2020-10-01,bus,1150563,-50.014285714285684
2020-10-01,citibike,89967,17.971428571428405
2020-10-01,lirr,86100,-69.42857142857143
2020-10-01,metronorth,62100,-72.14285714285714
2020-10-01,subway,1813961,-68.3428571428572
2020-10-02,bridgetunnel,891268,-12.071428571428555
2020-10-02,bus,1109459,-50.514285714285684
2020-10-02,citibike,81155,16.714285714285552
2020-10-02,lirr,87300,-69.28571428571428
2020-10-02,metronorth,67100,-72.14285714285714
2020-10-02,subway,1794201,-68.61428571428577
2020-10-03,bridgetunnel,810626,-11.942857142857136
2020-10-03,bus,773305,-50.64285714285711
2020-10-03,citibike,95837,24.22857142857127
2020-10-03,lirr,45000,-69.14285714285714
2020-10-03,metronorth,68900,-72
2020-10-03,subway,1168073,-68.80000000000007
2020-10-04,bridgetunnel,706562,-10.357142857142847
2020-10-04,bus,566754,-48.31428571428568
2020-10-04,citibike,80881,28.628571428571263
2020-10-04,lirr,35000,-69
2020-10-04,metronorth,43900,-71.85714285714286
2020-10-04,subway,853591,-67.80000000000007
2020-10-05,bridgetunnel,783540,-11.199999999999974
2020-10-05,bus,1092193,-48.64285714285711
2020-10-05,citibike,75943,27.35714285714269
2020-10-05,lirr,88700,-68.85714285714286
2020-10-05,metronorth,62900,-71.57142857142857
2020-10-05,subway,1682379,-67.84285714285721
2020-10-06,bridgetunnel,802900,-11.457142857142827
2020-10-06,bus,1133242,-48.442857142857115
2020-10-06,citibike,85964,28.55714285714268
2020-10-06,lirr,87700,-69.28571428571428
2020-10-06,metronorth,65100,-71.28571428571428
2020-10-06,subway,1762320,-67.70000000000006
2020-10-07,bridgetunnel,814866,-11.314285714285688
2020-10-07,bus,1124542,-48.29999999999997
2020-10-07,citibike,81475,28.214285714285552
2020-10-07,lirr,87100,-69.42857142857143
2020-10-07,metronorth,64300,-70.42857142857143
2020-10-07,subway,1774408,-67.57142857142864
2020-10-08,bridgetunnel,845788,-11.857142857142819
2020-10-08,bus,1128062,-48.357142857142826
2020-10-08,citibike,84174,26.599999999999838
2020-10-08,lirr,88000,-69.42857142857143
2020-10-08,metronorth,65600,-70.28571428571428
2020-10-08,subway,1801918,-67.85714285714292
2020-10-09,bridgetunnel,896404,-12.757142857142824
2020-10-09,bus,1114870,-48.27142857142854
2020-10-09,citibike,87853,15.642857142856982
2020-10-09,lirr,78700,-70
2020-10-09,metronorth,72400,-70.57142857142857
2020-10-09,subway,1811779,-67.7428571428572
2020-10-10,bridgetunnel,823775,-13.857142857142819
2020-10-10,bus,770914,-48.79999999999996
2020-10-10,citibike,94204,8.88571428571413
2020-10-10,lirr,44500,-70.57142857142857
2020-10-10,metronorth,77300,-70.57142857142857
2020-10-10,subway,1171657,-67.97142857142863
2020-10-11,bridgetunnel,692669,-15.18571428571424
2020-10-11,bus,564046,-49.99999999999996
2020-10-11,citibike,75658,10.4571428571427
2020-10-11,lirr,34600,-70.57142857142857
2020-10-11,metronorth,45700,-70.42857142857143
2020-10-11,subway,849518,-68.65714285714292
2020-10-12,bridgetunnel,685982,-14.857142857142819
2020-10-12,bus,770512,-49.67142857142853
2020-10-12,citibike,16438,12.071428571428413
2020-10-12,lirr,76800,-70.42857142857143
2020-10-12,metronorth,59300,-70.42857142857143
2020-10-12,subway,1286892,-68.55714285714292
2020-10-13,bridgetunnel,765671,-15.885714285714258
2020-10-13,bus,1067179,-50.485714285714245
2020-10-13,citibike,52005,1.7999999999998408
2020-10-13,lirr,76600,-70.14285714285714
2020-10-13,metronorth,62700,-70.85714285714286
2020-10-13,subway,1718853,-68.98571428571435
2020-10-14,bridgetunnel,824529,-16.49999999999997
2020-10-14,bus,1161893,-50.41428571428567
2020-10-14,citibike,88630,0.6428571428569825
2020-10-14,lirr,89200,-70.14285714285714
2020-10-14,metronorth,66700,-71.57142857142857
2020-10-14,subway,1842638,-68.97142857142863
2020-10-15,bridgetunnel,866245,-14.67142857142855
2020-10-15,bus,1154164,-49.3428571428571
2020-10-15,citibike,91546,1.0857142857141326
2020-10-15,lirr,90300,-70.14285714285714
2020-10-15,metronorth,67700,-71.14285714285714
2020-10-15,subway,1857822,-68.25714285714292
2020-10-16,bridgetunnel,820106,-13.371428571428538
2020-10-16,bus,986166,-49.18571428571424
2020-10-16,citibike,30803,11.599999999999838
2020-10-16,lirr,83800,-69.57142857142857
2020-10-16,metronorth,64900,-70.71428571428572
2020-10-16,subway,1674686,-68.22857142857148
2020-10-17,bridgetunnel,794520,-12.428571428571402
2020-10-17,bus,780003,-48.557142857142814
2020-10-17,citibike,88619,16.4571428571427
2020-10-17,lirr,43800,-69
2020-10-17,metronorth,70500,-70.71428571428572
2020-10-17,subway,1211061,-68.01428571428578
2020-10-18,bridgetunnel,752262,-13.18571428571424
2020-10-18,bus,585376,-49.28571428571424
2020-10-18,citibike,77101,15.514285714285549
2020-10-18,lirr,34700,-69.14285714285714
2020-10-18,metronorth,48700,-70.85714285714286
2020-10-18,subway,897886,-68.22857142857148
2020-10-19,bridgetunnel,782239,-13.68571428571424
2020-10-19,bus,1104658,-49.52857142857139
2020-10-19,citibike,73487,13.85714285714269
2020-10-19,lirr,89200,-69.28571428571428
2020-10-19,metronorth,66000,-70.85714285714286
2020-10-19,subway,1722723,-68.31428571428577
2020-10-20,bridgetunnel,790018,-12.557142857142821
2020-10-20,bus,1127897,-48.67142857142853
2020-10-20,citibike,76360,23.999999999999844
2020-10-20,lirr,86600,-69
2020-10-20,metronorth,63500,-70.57142857142857
2020-10-20,subway,1784090,-67.84285714285721
2020-10-21,bridgetunnel,806738,-12.371428571428538
2020-10-21,bus,1147375,-48.75714285714282
2020-10-21,citibike,84333,24.471428571428405
2020-10-21,lirr,86200,-69.14285714285714
2020-10-21,metronorth,65200,-70.42857142857143
2020-10-21,subway,1816797,-67.91428571428577
2020-10-22,bridgetunnel,845064,-11.914285714285683
2020-10-22,bus,1146065,-47.842857142857106
2020-10-22,citibike,84031,19.7714285714284
2020-10-22,lirr,88700,-69.28571428571428
2020-10-22,metronorth,67000,-70.85714285714286
2020-10-22,subway,1829135,-67.4428571428572
2020-10-23,bridgetunnel,881995,-12.814285714285674
2020-10-23,bus,1128035,-48.21428571428568
2020-10-23,citibike,87129,15.671428571428393
2020-10-23,lirr,89900,-69.28571428571428
2020-10-23,metronorth,71100,-71
2020-10-23,subway,1846268,-67.58571428571435
2020-10-24,bridgetunnel,805454,-13.371428571428524
2020-10-24,bus,780710,-48.3285714285714
2020-10-24,citibike,90911,16.028571428571254
2020-10-24,lirr,43600,-69.28571428571428
2020-10-24,metronorth,72200,-71
2020-10-24,subway,1185612,-67.62857142857149
2020-10-25,bridgetunnel,725809,-13.19999999999996
2020-10-25,bus,576930,-48.442857142857115
2020-10-25,citibike,62008,11.314285714285546
2020-10-25,lirr,33700,-69.14285714285714
2020-10-25,metronorth,45000,-71
2020-10-25,subway,885001,-67.58571428571435
2020-10-26,bridgetunnel,760604,-12.942857142857108
2020-10-26,bus,1058119,-48.91428571428569
2020-10-26,citibike,51238,-2.9714285714287456
2020-10-26,lirr,86700,-69.42857142857143
2020-10-26,metronorth,64800,-71.28571428571428
2020-10-26,subway,1694080,-67.62857142857149
2020-10-27,bridgetunnel,789371,-13.571428571428541
2020-10-27,bus,1138746,-49.59999999999997
2020-10-27,citibike,78178,-11.528571428571595
2020-10-27,lirr,87400,-69.71428571428572
2020-10-27,metronorth,64400,-71.42857142857143
2020-10-27,subway,1818884,-67.8428571428572
2020-10-28,bridgetunnel,801966,-14.18571428571424
2020-10-28,bus,1109591,-50.11428571428569
2020-10-28,citibike,62984,-16.585714285714445
2020-10-28,lirr,86700,-69.85714285714286
2020-10-28,metronorth,64000,-72.14285714285714
2020-10-28,subway,1823028,-67.91428571428577
2020-10-29,bridgetunnel,776467,-15.371428571428538
2020-10-29,bus,974119,-52.21428571428569
2020-10-29,citibike,19143,-22.64285714285731
2020-10-29,lirr,81800,-70.71428571428572
2020-10-29,metronorth,60300,-73.42857142857143
2020-10-29,subway,1708611,-69.75714285714292
2020-10-30,bridgetunnel,824680,-15.257142857142838
2020-10-30,bus,1004498,-52.15714285714284
2020-10-30,citibike,39644,-19.442857142857306
2020-10-30,lirr,84300,-70.85714285714286
2020-10-30,metronorth,65900,-73.57142857142857
2020-10-30,subway,1771288,-69.65714285714292
2020-10-31,bridgetunnel,743811,-16.057142857142836
2020-10-31,bus,724129,-52.242857142857126
2020-10-31,citibike,66558,-19.800000000000168
2020-10-31,lirr,41500,-71.28571428571428
2020-10-31,metronorth,63600,-73.85714285714286
2020-10-31,subway,1174079,-69.85714285714292
2020-11-01,bridgetunnel,660915,-16.914285714285697
2020-11-01,bus,510667,-52.45714285714284
2020-11-01,citibike,33560,-17.15714285714303
2020-11-01,lirr,29500,-71.71428571428572
2020-11-01,metronorth,35500,-74.14285714285714
2020-11-01,subway,786678,-70.17142857142863
2020-11-02,bridgetunnel,772129,-17.17142857142855
2020-11-02,bus,1064298,-51.985714285714266
2020-11-02,citibike,50727,1.1428571428569825
2020-11-02,lirr,87200,-71.71428571428572
2020-11-02,metronorth,59400,-74.14285714285714
2020-11-02,subway,1751443,-70.1428571428572
2020-11-03,bridgetunnel,720562,-16.557142857142836
2020-11-03,bus,1017551,-51.04285714285712
2020-11-03,citibike,62263,17.099999999999824
2020-11-03,lirr,82100,-71.71428571428572
2020-11-03,metronorth,58100,-74.14285714285714
2020-11-03,subway,1606096,-69.90000000000006
2020-11-04,bridgetunnel,754704,-15.67142857142855
2020-11-04,bus,1083036,-50.31428571428569
2020-11-04,citibike,65361,38.49999999999983
2020-11-04,lirr,81600,-71.28571428571428
2020-11-04,metronorth,56400,-73.85714285714286
2020-11-04,subway,1693937,-69.40000000000006
2020-11-05,bridgetunnel,818991,-15.742857142857119
2020-11-05,bus,1125820,-49.7285714285714
2020-11-05,citibike,74952,59.371428571428396
2020-11-05,lirr,87000,-69.85714285714286
2020-11-05,metronorth,59900,-72.71428571428572
2020-11-05,subway,1797589,-68.0285714285715
2020-11-06,bridgetunnel,858167,-14.742857142857119
2020-11-06,bus,1114000,-49.14285714285711
2020-11-06,citibike,82327,65.64285714285697
2020-11-06,lirr,89500,-69.71428571428572
2020-11-06,metronorth,65000,-72.57142857142857
2020-11-06,subway,1840860,-68.01428571428578
2020-11-07,bridgetunnel,790712,-13.399999999999977
2020-11-07,bus,749502,-48.599999999999966
2020-11-07,citibike,98714,71.07142857142841
2020-11-07,lirr,46400,-69.28571428571428
2020-11-07,metronorth,66300,-72.28571428571428
2020-11-07,subway,1246356,-67.64285714285721
2020-11-08,bridgetunnel,726041,-13.799999999999969
2020-11-08,bus,584868,-47.47142857142854
2020-11-08,citibike,86381,66.24285714285699
2020-11-08,lirr,38500,-69.28571428571428
2020-11-08,metronorth,44000,-72.28571428571428
2020-11-08,subway,928516,-66.84285714285721
2020-11-09,bridgetunnel,773217,-14.457142857142827
2020-11-09,bus,1099361,-47.74285714285711
2020-11-09,citibike,75909,55.97142857142839
2020-11-09,lirr,91700,-69.28571428571428
2020-11-09,metronorth,62400,-72.42857142857143
2020-11-09,subway,1756175,-66.81428571428577
2020-11-10,bridgetunnel,800965,-15.114285714285685
2020-11-10,bus,1146090,-48.22857142857139
2020-11-10,citibike,84497,46.57142857142841
2020-11-10,lirr,91500,-69.42857142857143
2020-11-10,metronorth,63000,-72.71428571428572
2020-11-10,subway,1840750,-66.87142857142864
2020-11-11,bridgetunnel,713640,-15.842857142857127
2020-11-11,bus,968853,-48.21428571428567
2020-11-11,citibike,46334,38.24285714285696
2020-11-11,lirr,83300,-70
2020-11-11,metronorth,21200,-73.57142857142857
2020-11-11,subway,1617862,-67.00000000000007
2020-11-12,bridgetunnel,779141,-17.542857142857116
2020-11-12,bus,1058761,-48.7428571428571
2020-11-12,citibike,40774,24.328571428571266
2020-11-12,lirr,86200,-71.14285714285714
2020-11-12,metronorth,58200,-75
2020-11-12,subway,1780212,-67.45714285714293
2020-11-13,bridgetunnel,821059,-18.271428571428558
2020-11-13,bus,1061880,-48.985714285714245
2020-11-13,citibike,48814,19.785714285714107
2020-11-13,lirr,86300,-71.28571428571428
2020-11-13,metronorth,61000,-75.14285714285714
2020-11-13,subway,1820025,-67.3285714285715
2020-11-14,bridgetunnel,735029,-19.142857142857125
2020-11-14,bus,755714,-49.71428571428567
2020-11-14,citibike,75407,12.48571428571411
2020-11-14,lirr,41400,-71.57142857142857
2020-11-14,metronorth,58000,-75.42857142857143
2020-11-14,subway,1215491,-67.50000000000006
2020-11-15,bridgetunnel,596389,-18.299999999999983
2020-11-15,bus,524515,-50.75714285714282
2020-11-15,citibike,51150,11.942857142856965
2020-11-15,lirr,30900,-71.42857142857143
2020-11-15,metronorth,32900,-75.42857142857143
2020-11-15,subway,821555,-68.00000000000006
2020-11-16,bridgetunnel,757988,-17.999999999999986
2020-11-16,bus,1051458,-50.87142857142853
2020-11-16,citibike,57686,15.171428571428393
2020-11-16,lirr,89500,-71.42857142857143
2020-11-16,metronorth,61400,-75.42857142857143
2020-11-16,subway,1745282,-68.10000000000007
2020-11-17,bridgetunnel,764725,-17.528571428571425
2020-11-17,bus,1094353,-50.671428571428535
2020-11-17,citibike,54555,20.728571428571257
2020-11-17,lirr,87000,-71.28571428571428
2020-11-17,metronorth,58600,-75.42857142857143
2020-11-17,subway,1792431,-68.08571428571435
2020-11-18,bridgetunnel,776422,-17.328571428571422
2020-11-18,bus,1072627,-50.97142857142854
2020-11-18,citibike,44151,20.728571428571257
2020-11-18,lirr,84100,-71.57142857142857
2020-11-18,metronorth,57700,-76
2020-11-18,subway,1791183,-68.27142857142863
2020-11-19,bridgetunnel,800461,-16.39999999999999
2020-11-19,bus,1058467,-50.05714285714283
2020-11-19,citibike,51506,18.728571428571257
2020-11-19,lirr,84700,-71.57142857142857
2020-11-19,metronorth,57800,-76.14285714285714
2020-11-19,subway,1761064,-67.90000000000006
2020-11-20,bridgetunnel,843069,-16.757142857142853
2020-11-20,bus,1073124,-50.67142857142854
2020-11-20,citibike,68630,14.999999999999815
2020-11-20,lirr,87400,-71.57142857142857
2020-11-20,metronorth,60400,-76.14285714285714
2020-11-20,subway,1803896,-68.2285714285715
2020-11-21,bridgetunnel,742369,-17.014285714285705
2020-11-21,bus,750818,-50.79999999999997
2020-11-21,citibike,75396,14.685714285714099
2020-11-21,lirr,39200,-71.42857142857143
2020-11-21,metronorth,51200,-76
2020-11-21,subway,1157976,-68.31428571428577
2020-11-22,bridgetunnel,598349,-16.628571428571405
2020-11-22,bus,543514,-50.499999999999964
2020-11-22,citibike,46092,17.928571428571246
2020-11-22,lirr,31000,-71.14285714285714
2020-11-22,metronorth,31900,-75.57142857142857
2020-11-22,subway,818055,-68.05714285714292
2020-11-23,bridgetunnel,755375,-19.59999999999998
2020-11-23,bus,1002977,-49.2285714285714
2020-11-23,citibike,42735,11.685714285714099
2020-11-23,lirr,87700,-71.71428571428572
2020-11-23,metronorth,59500,-77
2020-11-23,subway,1649748,-67.84285714285721
2020-11-24,bridgetunnel,821450,-19.971428571428547
2020-11-24,bus,1064087,-48.04285714285711
2020-11-24,citibike,53295,7.3571428571426765
2020-11-24,lirr,89800,-72.14285714285714
2020-11-24,metronorth,61100,-78.28571428571428
2020-11-24,subway,1739107,-67.10000000000007
2020-11-25,bridgetunnel,853222,-21.528571428571396
2020-11-25,bus,1032401,-47.95714285714282
2020-11-25,citibike,56998,-0.5142857142858901
2020-11-25,lirr,93400,-72.28571428571428
2020-11-25,metronorth,67200,-78.85714285714286
2020-11-25,subway,1691393,-66.98571428571435
2020-11-26,bridgetunnel,564193,-20.428571428571402
2020-11-26,bus,443386,-46.77142857142854
2020-11-26,citibike,30754,2.08571428571409
2020-11-26,lirr,72600,-72
2020-11-26,metronorth,10700,-78.57142857142857
2020-11-26,subway,653123,-66.35714285714292
2020-11-27,bridgetunnel,671214,-20.14285714285711
2020-11-27,bus,812188,-47.099999999999966
2020-11-27,citibike,53196,-2.7857142857144765
2020-11-27,lirr,77300,-72.42857142857143
2020-11-27,metronorth,12300,-78.85714285714286
2020-11-27,subway,1265519,-66.51428571428578
2020-11-28,bridgetunnel,649087,-19.914285714285683
2020-11-28,bus,684962,-46.97142857142854
2020-11-28,citibike,53342,8.214285714285523
2020-11-28,lirr,37800,-73
2020-11-28,metronorth,45600,-79.28571428571428
2020-11-28,subway,1034026,-66.58571428571435
2020-11-29,bridgetunnel,631799,-20.79999999999997
2020-11-29,bus,545820,-47.499999999999964
2020-11-29,citibike,52691,13.642857142856954
2020-11-29,lirr,32600,-73.71428571428572
2020-11-29,metronorth,34400,-80
2020-11-29,subway,827800,-67.08571428571435
2020-11-30,bridgetunnel,652664,-18.371428571428538
2020-11-30,bus,819615,-48.64285714285711
2020-11-30,citibike,23155,24.828571428571223
2020-11-30,lirr,80000,-73.42857142857143
2020-11-30,metronorth,54200,-78.71428571428572
2020-11-30,subway,1462166,-67.38571428571436
2020-12-01,bridgetunnel,752069,-18.985714285714252
2020-12-01,bus,1051162,-50.257142857142824
2020-12-01,citibike,53238,25.357142857142648
2020-12-01,lirr,73600,-73.57142857142857
2020-12-01,metronorth,50200,-77.71428571428572
2020-12-01,subway,1709780,-68.48571428571435
2020-12-02,bridgetunnel,746840,-20.12857142857139
2020-12-02,bus,1018368,-51.54285714285711
2020-12-02,citibike,47435,21.82857142857121
2020-12-02,lirr,73600,-74.57142857142857
2020-12-02,metronorth,50500,-78.57142857142857
2020-12-02,subway,1703245,-69.72857142857148
2020-12-03,bridgetunnel,767310,-22.328571428571394
2020-12-03,bus,1056963,-53.5285714285714
2020-12-03,citibike,53255,25.62857142857122
2020-12-03,lirr,75100,-74.85714285714286
2020-12-03,metronorth,52000,-79
2020-12-03,subway,1739370,-70.84285714285721
2020-12-04,bridgetunnel,775709,-22.62857142857139
2020-12-04,bus,1012813,-52.428571428571395
2020-12-04,citibike,40706,43.771428571428345
2020-12-04,lirr,72100,-74.71428571428572
2020-12-04,metronorth,51700,-79
2020-12-04,subway,1704749,-70.58571428571435
2020-12-05,bridgetunnel,572557,-22.928571428571402
2020-12-05,bus,619735,-52.58571428571425
2020-12-05,citibike,31911,38.31428571428552
2020-12-05,lirr,33500,-74.57142857142857
2020-12-05,metronorth,37900,-78.85714285714286
2020-12-05,subway,1001236,-71.05714285714292
2020-12-06,bridgetunnel,590525,-22.24285714285712
2020-12-06,bus,545433,-52.371428571428545
2020-12-06,citibike,40881,33.9999999999998
2020-12-06,lirr,35100,-74.42857142857143
2020-12-06,metronorth,31900,-78.85714285714286
2020-12-06,subway,879278,-71.0285714285715
2020-12-07,bridgetunnel,729674,-22.15714285714283
2020-12-07,bus,1018044,-52.171428571428535
2020-12-07,citibike,41671,33.4999999999998
2020-12-07,lirr,77800,-74.42857142857143
2020-12-07,metronorth,52600,-78.85714285714286
2020-12-07,subway,1659836,-70.98571428571435
2020-12-08,bridgetunnel,744112,-21.49999999999997
2020-12-08,bus,1029646,-51.614285714285685
2020-12-08,citibike,41156,40.84285714285693
2020-12-08,lirr,75000,-74.14285714285714
2020-12-08,metronorth,51900,-78.71428571428572
2020-12-08,subway,1544078,-70.75714285714292
2020-12-09,bridgetunnel,749886,-19.74285714285712
2020-12-09,bus,1017090,-50.47142857142854
2020-12-09,citibike,37150,51.37142857142837
2020-12-09,lirr,74700,-73.14285714285714
2020-12-09,metronorth,50900,-77.85714285714286
2020-12-09,subway,1705159,-70.30000000000007
2020-12-10,bridgetunnel,784406,-18.75714285714284
2020-12-10,bus,1066582,-50.14285714285711
2020-12-10,citibike,51954,63.64285714285691
2020-12-10,lirr,76800,-72.57142857142857
2020-12-10,metronorth,52800,-77.28571428571428
2020-12-10,subway,1764682,-70.37142857142864
2020-12-11,bridgetunnel,821871,-19.24285714285712
2020-12-11,bus,1053576,-50.98571428571425
2020-12-11,citibike,60049,54.55714285714265
2020-12-11,lirr,79700,-72.71428571428572
2020-12-11,metronorth,55900,-77.42857142857143
2020-12-11,subway,1789568,-70.62857142857149
2020-12-12,bridgetunnel,671668,-17.414285714285697
2020-12-12,bus,704357,-50.0285714285714
2020-12-12,citibike,53577,56.242857142856934
2020-12-12,lirr,41800,-72.57142857142857
2020-12-12,metronorth,46400,-77.28571428571428
2020-12-12,subway,1091372,-69.85714285714292
2020-12-13,bridgetunnel,659446,-20.09999999999998
2020-12-13,bus,579527,-51.07142857142854
2020-12-13,citibike,61272,51.742857142856934
2020-12-13,lirr,39300,-72.85714285714286
2020-12-13,metronorth,36800,-77.42857142857143
2020-12-13,subway,911519,-70.17142857142863
2020-12-14,bridgetunnel,723908,-27.185714285714255
2020-12-14,bus,950309,-54.21428571428568
2020-12-14,citibike,25833,31.89999999999978
2020-12-14,lirr,75000,-75.28571428571428
2020-12-14,metronorth,51500,-79.28571428571428
2020-12-14,subway,1587068,-71.62857142857149
2020-12-15,bridgetunnel,819063,-28.57142857142854
2020-12-15,bus,1076717,-54.88571428571425
2020-12-15,citibike,44890,14.828571428571209
2020-12-15,lirr,78400,-75.42857142857143
2020-12-15,metronorth,54600,-79.42857142857143
2020-12-15,subway,1786741,-71.55714285714292
2020-12-16,bridgetunnel,625006,-29.19999999999996
2020-12-16,bus,854245,-55.171428571428535
2020-12-16,citibike,26385,-3.057142857143077
2020-12-16,lirr,68100,-75.57142857142857
2020-12-16,metronorth,47600,-79.42857142857143
2020-12-16,subway,1571978,-71.07142857142864
2020-12-17,bridgetunnel,297298,-30.942857142857108
2020-12-17,bus,525802,-55.95714285714282
2020-12-17,citibike,180,-30.085714285714502
2020-12-17,lirr,21400,-76.42857142857143
2020-12-17,metronorth,17600,-80.28571428571428
2020-12-17,subway,1081431,-71.30000000000007
2020-12-18,bridgetunnel,736356,-30.371428571428538
2020-12-18,bus,938457,-54.285714285714256
2020-12-18,citibike,15053,-26.82857142857165
2020-12-18,lirr,74900,-76.14285714285714
2020-12-18,metronorth,54400,-80
2020-12-18,subway,1738727,-70.08571428571435
2020-12-19,bridgetunnel,651814,-31.014285714285677
2020-12-19,bus,669751,-53.757142857142824
2020-12-19,citibike,16787,-30.214285714285936
2020-12-19,lirr,41100,-76
2020-12-19,metronorth,46600,-80
2020-12-19,subway,1112852,-69.25714285714292
2020-12-20,bridgetunnel,555254,-24.342857142857113
2020-12-20,bus,516601,-51.21428571428568
2020-12-20,citibike,16377,-24.28571428571452
2020-12-20,lirr,32600,-75.28571428571428
2020-12-20,metronorth,30500,-79.42857142857143
2020-12-20,subway,822001,-67.70000000000006
2020-12-21,bridgetunnel,777049,-15.899999999999963
2020-12-21,bus,1011638,-47.27142857142854
2020-12-21,citibike,31502,-11.82857142857165
2020-12-21,lirr,81200,-72.85714285714286
2020-12-21,metronorth,56800,-77.42857142857143
2020-12-21,subway,1719279,-65.2428571428572
2020-12-22,bridgetunnel,814975,-18.85714285714282
2020-12-22,bus,1031789,-47.0428571428571
2020-12-22,citibike,37369,-13.028571428571652
2020-12-22,lirr,82000,-74
2020-12-22,metronorth,56400,-79.14285714285714
2020-12-22,subway,1764202,-65.6428571428572
2020-12-23,bridgetunnel,864271,-19.15714285714283
2020-12-23,bus,1033609,-48.02857142857139
2020-12-23,citibike,40544,-11.471428571428788
2020-12-23,lirr,84400,-74.57142857142857
2020-12-23,metronorth,59700,-79.57142857142857
2020-12-23,subway,1775738,-66.61428571428578
2020-12-24,bridgetunnel,760624,-17.74285714285712
2020-12-24,bus,813353,-47.97142857142853
2020-12-24,citibike,32700,-6.957142857143069
2020-12-24,lirr,75800,-74.42857142857143
2020-12-24,metronorth,54600,-79.14285714285714
2020-12-24,subway,1314656,-66.70000000000006
2020-12-25,bridgetunnel,476547,-16.74285714285712
2020-12-25,bus,312707,-47.47142857142853
2020-12-25,citibike,11892,-2.7142857142859214
2020-12-25,lirr,51300,-74.42857142857143
2020-12-25,metronorth,7300,-79
2020-12-25,subway,485839,-66.88571428571436
2020-12-26,bridgetunnel,593895,-15.914285714285697
2020-12-26,bus,555857,-46.98571428571425
2020-12-26,citibike,19977,-4.542857142857343
2020-12-26,lirr,36000,-74.57142857142857
2020-12-26,metronorth,42400,-79
2020-12-26,subway,880184,-67.05714285714292
2020-12-27,bridgetunnel,594862,-14.942857142857136
2020-12-27,bus,469973,-46.357142857142826
2020-12-27,citibike,23871,-6.528571428571624
2020-12-27,lirr,34400,-74.85714285714286
2020-12-27,metronorth,33200,-79
2020-12-27,subway,761251,-67.17142857142863
2020-12-28,bridgetunnel,743305,-15.457142857142841
2020-12-28,bus,902574,-46.97142857142854
2020-12-28,citibike,38911,-9.000000000000199
2020-12-28,lirr,81600,-74.85714285714286
2020-12-28,metronorth,58500,-79
2020-12-28,subway,1513195,-67.7428571428572
2020-12-29,bridgetunnel,759864,-15.414285714285711
2020-12-29,bus,918291,-46.514285714285684
2020-12-29,citibike,33322,-6.328571428571621
2020-12-29,lirr,78900,-75.71428571428572
2020-12-29,metronorth,56200,-78.85714285714286
2020-12-29,subway,1558295,-67.9285714285715
2020-12-30,bridgetunnel,799839,-13.299999999999997
2020-12-30,bus,935138,-45.757142857142824
2020-12-30,citibike,35816,9.45714285714267
2020-12-30,lirr,79300,-75.57142857142857
2020-12-30,metronorth,58000,-78.71428571428572
2020-12-30,subway,1585476,-66.9285714285715
2020-12-31,bridgetunnel,704297,-14.085714285714289
2020-12-31,bus,780869,-46.614285714285685
2020-12-31,citibike,26233,3.5571428571426793
2020-12-31,lirr,75200,-76.57142857142857
2020-12-31,metronorth,21600,-79.85714285714286
2020-12-31,subway,1277146,-67.14285714285721
2021-01-01,bridgetunnel,445950,-15.257142857142867
2021-01-01,bus,378288,-48.428571428571395
2021-01-01,citibike,18851,-0.8142857142859015
2021-01-01,lirr,29000,-77
2021-01-01,metronorth,8200,-80.28571428571428
2021-01-01,subway,614497,-67.87142857142864
2021-01-02,bridgetunnel,624765,-16.928571428571445
2021-01-02,bus,608686,-50.39999999999997
2021-01-02,citibike,41325,1.228571428571243
2021-01-02,lirr,28900,-77.28571428571428
2021-01-02,metronorth,44500,-80.57142857142857
2021-01-02,subway,989612,-68.78571428571435
2021-01-03,bridgetunnel,496494,-21.857142857142875
2021-01-03,bus,413820,-52.45714285714282
2021-01-03,citibike,14609,0.5999999999998096
2021-01-03,lirr,20800,-77.57142857142857
2021-01-03,metronorth,25200,-81
2021-01-03,subway,653915,-69.77142857142863
2021-01-04,bridgetunnel,688045,-22.285714285714306
2021-01-04,bus,964597,-52.77142857142854
2021-01-04,citibike,36863,7.699999999999804
2021-01-04,lirr,71100,-77.71428571428572
2021-01-04,metronorth,50900,-81.28571428571428
2021-01-04,subway,1561237,-70.12857142857149
2021-01-05,bridgetunnel,708610,-18.171428571428592
2021-01-05,bus,990479,-53.342857142857106
2021-01-05,citibike,38636,14.728571428571243
